Filename;Filetype;Exif.Photo.ExposureBiasValue;Exif.Photo.DateTimeOriginal;Exif.Image.Model;Exif.Image.Orientation;Exif.Photo.FocalLength;Exif.Photo.FNumber;Exif.Photo.MeteringMode;Exif.Photo.ExposureTime;Exif.Photo.Flash;Exif.Photo.ExposureProgram;Exif.Image.Make;Exif.Photo.ISOSpeedRatings
IMG_20200923_205701.jpg;jpg;0/10;2020:09:23 20:57:03;ELE-L29;0;2260/1000;220/100;5;20000000/1000000000;0;2;HUAWEI;160
IMG_20200901_092530.jpg;jpg;0/10;2020:09:01 09:25:32;ELE-L29;0;5580/1000;180/100;5;208000/1000000000;0;2;HUAWEI;50
IMG_20200901_092531.jpg;jpg;0/10;2020:09:01 09:25:33;ELE-L29;0;5580/1000;180/100;5;208000/1000000000;0;2;HUAWEI;50
IMG_20200901_092536.jpg;jpg;0/10;2020:09:01 09:25:37;ELE-L29;0;7480/1000;240/100;5;367000/1000000000;0;2;HUAWEI;50
IMG_20200901_092539.jpg;jpg;0/10;2020:09:01 09:25:41;ELE-L29;0;7480/1000;240/100;5;552000/1000000000;0;2;HUAWEI;50
IMG_20200901_092540.jpg;jpg;0/10;2020:09:01 09:25:42;ELE-L29;0;7480/1000;240/100;5;649000/1000000000;0;2;HUAWEI;50
IMG_20200901_092604.jpg;jpg;0/10;2020:09:01 09:26:05;ELE-L29;0;7480/1000;240/100;5;5199000/1000000000;0;2;HUAWEI;50
IMG_20200901_092605.jpg;jpg;0/10;2020:09:01 09:26:06;ELE-L29;0;7480/1000;240/100;5;5199000/1000000000;0;2;HUAWEI;50
IMG_20200901_094253.jpg;jpg;0/10;2020:09:01 09:42:54;ELE-L29;0;7480/1000;240/100;5;2838000/1000000000;0;2;HUAWEI;50
IMG_20200901_094254.jpg;jpg;0/10;2020:09:01 09:42:56;ELE-L29;0;7480/1000;240/100;5;2838000/1000000000;0;2;HUAWEI;50
IMG_20200901_094310.jpg;jpg;0/10;2020:09:01 09:43:14;ELE-L29;0;5580/1000;180/100;5;976000/1000000000;0;2;HUAWEI;50
IMG_20200901_094312.jpg;jpg;0/10;2020:09:01 09:43:17;ELE-L29;0;5580/1000;180/100;5;993000/1000000000;0;2;HUAWEI;50
IMG_20200901_094314.jpg;jpg;0/10;2020:09:01 09:43:28;ELE-L29;0;5580/1000;180/100;5;1005000/1000000000;0;2;HUAWEI;50
IMG_20200901_094315.jpg;jpg;0/10;2020:09:01 09:43:25;ELE-L29;0;5580/1000;180/100;5;1005000/1000000000;0;2;HUAWEI;50
IMG_20200901_094316.jpg;jpg;0/10;2020:09:01 09:43:21;ELE-L29;0;5580/1000;180/100;5;1005000/1000000000;0;2;HUAWEI;50
IMG_20200901_094415.jpg;jpg;0/10;2020:09:01 09:44:16;ELE-L29;0;5580/1000;180/100;5;1290000/1000000000;0;2;HUAWEI;50
IMG_20200901_094415_1.jpg;jpg;0/10;2020:09:01 09:44:17;ELE-L29;0;5580/1000;180/100;5;1314000/1000000000;0;2;HUAWEI;50
IMG_20200901_094435.jpg;jpg;0/10;2020:09:01 09:44:37;ELE-L29;0;5580/1000;180/100;5;1729000/1000000000;0;2;HUAWEI;50
IMG_20200901_094436.jpg;jpg;0/10;2020:09:01 09:44:38;ELE-L29;0;5580/1000;180/100;5;1729000/1000000000;0;2;HUAWEI;50
IMG_20200901_094439.jpg;jpg;0/10;2020:09:01 09:44:41;ELE-L29;0;5580/1000;180/100;5;1732000/1000000000;0;2;HUAWEI;50
IMG_20200901_094439_1.jpg;jpg;0/10;2020:09:01 09:44:44;ELE-L29;0;5580/1000;180/100;5;1732000/1000000000;0;2;HUAWEI;50
IMG_20200901_094440.jpg;jpg;0/10;2020:09:01 09:44:42;ELE-L29;0;5580/1000;180/100;5;1674000/1000000000;0;2;HUAWEI;50
IMG_20200901_094441.jpg;jpg;0/10;2020:09:01 09:44:43;ELE-L29;0;5580/1000;180/100;5;1674000/1000000000;0;2;HUAWEI;50
IMG_20200901_094508.jpg;jpg;0/10;2020:09:01 09:45:09;ELE-L29;0;5580/1000;180/100;5;1491000/1000000000;0;2;HUAWEI;50
IMG_20200901_094508_1.jpg;jpg;0/10;2020:09:01 09:45:10;ELE-L29;0;5580/1000;180/100;5;1491000/1000000000;0;2;HUAWEI;50
IMG_20200901_094512.jpg;jpg;0/10;2020:09:01 09:45:14;ELE-L29;0;5580/1000;180/100;5;1453000/1000000000;0;2;HUAWEI;50
IMG_20200901_094513.jpg;jpg;0/10;2020:09:01 09:45:15;ELE-L29;0;5580/1000;180/100;5;1433000/1000000000;0;2;HUAWEI;50
IMG_20200901_094603.jpg;jpg;0/10;2020:09:01 09:46:05;ELE-L29;0;7480/1000;240/100;5;3935000/1000000000;0;2;HUAWEI;50
IMG_20200901_094608.jpg;jpg;0/10;2020:09:01 09:46:09;ELE-L29;0;7480/1000;240/100;5;4171000/1000000000;0;2;HUAWEI;50
IMG_20200901_094641.jpg;jpg;0/10;2020:09:01 09:46:43;ELE-L29;0;5580/1000;180/100;5;676000/1000000000;0;2;HUAWEI;50
IMG_20200901_094643.jpg;jpg;0/10;2020:09:01 09:46:45;ELE-L29;0;5580/1000;180/100;5;712000/1000000000;0;2;HUAWEI;50
IMG_20200901_094719.jpg;jpg;0/10;2020:09:01 09:47:20;ELE-L29;0;5580/1000;180/100;5;631000/1000000000;0;2;HUAWEI;50
IMG_20200901_094721.jpg;jpg;0/10;2020:09:01 09:47:23;ELE-L29;0;5580/1000;180/100;5;639000/1000000000;0;2;HUAWEI;50
IMG_20200901_094729.jpg;jpg;0/10;2020:09:01 09:47:30;ELE-L29;0;5580/1000;180/100;5;741000/1000000000;0;2;HUAWEI;50
IMG_20200901_094730.jpg;jpg;0/10;2020:09:01 09:47:32;ELE-L29;0;5580/1000;180/100;5;741000/1000000000;0;2;HUAWEI;50
IMG_20200901_094733.jpg;jpg;0/10;2020:09:01 09:47:34;ELE-L29;0;5580/1000;180/100;5;741000/1000000000;0;2;HUAWEI;50
IMG_20200901_094752.jpg;jpg;0/10;2020:09:01 09:47:53;ELE-L29;0;5580/1000;180/100;5;985000/1000000000;0;2;HUAWEI;50
IMG_20200901_094753.jpg;jpg;0/10;2020:09:01 09:47:55;ELE-L29;0;5580/1000;180/100;5;985000/1000000000;0;2;HUAWEI;50
IMG_20200901_094755.jpg;jpg;0/10;2020:09:01 09:47:57;ELE-L29;0;5580/1000;180/100;5;985000/1000000000;0;2;HUAWEI;50
IMG_20200901_094756.jpg;jpg;0/10;2020:09:01 09:47:58;ELE-L29;0;5580/1000;180/100;5;985000/1000000000;0;2;HUAWEI;50
IMG_20200901_094757.jpg;jpg;0/10;2020:09:01 09:48:00;ELE-L29;0;5580/1000;180/100;5;985000/1000000000;0;2;HUAWEI;50
IMG_20200901_094824.jpg;jpg;0/10;2020:09:01 09:48:25;ELE-L29;0;5580/1000;180/100;5;665000/1000000000;0;2;HUAWEI;50
IMG_20200901_094826.jpg;jpg;0/10;2020:09:01 09:48:27;ELE-L29;0;5580/1000;180/100;5;665000/1000000000;0;2;HUAWEI;50
IMG_20200901_094835.jpg;jpg;0/10;2020:09:01 09:48:37;ELE-L29;0;5580/1000;180/100;5;1035000/1000000000;0;2;HUAWEI;50
IMG_20200901_094837.jpg;jpg;0/10;2020:09:01 09:48:39;ELE-L29;0;5580/1000;180/100;5;1029000/1000000000;0;2;HUAWEI;50
IMG_20200901_094845.jpg;jpg;0/10;2020:09:01 09:48:47;ELE-L29;0;5580/1000;180/100;5;978000/1000000000;0;2;HUAWEI;50
IMG_20200901_094856.jpg;jpg;0/10;2020:09:01 09:48:57;ELE-L29;0;7480/1000;240/100;5;3137000/1000000000;0;2;HUAWEI;50
IMG_20200901_094903.jpg;jpg;0/10;2020:09:01 09:49:04;ELE-L29;0;7480/1000;240/100;5;2619000/1000000000;0;2;HUAWEI;50
IMG_20200901_094907.jpg;jpg;0/10;2020:09:01 09:49:08;ELE-L29;0;7480/1000;240/100;5;2334000/1000000000;0;2;HUAWEI;50
IMG_20200901_094911.jpg;jpg;0/10;2020:09:01 09:49:12;ELE-L29;0;7480/1000;240/100;5;2244000/1000000000;0;2;HUAWEI;50
IMG_20200901_094913.jpg;jpg;0/10;2020:09:01 09:49:14;ELE-L29;0;7480/1000;240/100;5;1949000/1000000000;0;2;HUAWEI;50
IMG_20200901_094941.jpg;jpg;0/10;2020:09:01 09:49:42;ELE-L29;0;7480/1000;240/100;5;2087000/1000000000;0;2;HUAWEI;50
IMG_20200901_094943.jpg;jpg;0/10;2020:09:01 09:49:44;ELE-L29;0;7480/1000;240/100;5;2127000/1000000000;0;2;HUAWEI;50
IMG_20200901_094945.jpg;jpg;0/10;2020:09:01 09:49:46;ELE-L29;0;7480/1000;240/100;5;2301000/1000000000;0;2;HUAWEI;50
IMG_20200901_094946.jpg;jpg;0/10;2020:09:01 09:49:47;ELE-L29;0;7480/1000;240/100;5;2301000/1000000000;0;2;HUAWEI;50
IMG_20200901_095003.jpg;jpg;0/10;2020:09:01 09:50:04;ELE-L29;0;7480/1000;240/100;5;2208000/1000000000;0;2;HUAWEI;50
IMG_20200901_095006.jpg;jpg;0/10;2020:09:01 09:50:06;ELE-L29;0;7480/1000;240/100;5;2208000/1000000000;0;2;HUAWEI;50
IMG_20200901_095026.jpg;jpg;0/10;2020:09:01 09:50:27;ELE-L29;0;7480/1000;240/100;5;2223000/1000000000;0;2;HUAWEI;50
IMG_20200901_095033.jpg;jpg;0/10;2020:09:01 09:50:33;ELE-L29;0;7480/1000;240/100;5;1979000/1000000000;0;2;HUAWEI;50
IMG_20200901_095034.jpg;jpg;0/10;2020:09:01 09:50:35;ELE-L29;0;7480/1000;240/100;5;1979000/1000000000;0;2;HUAWEI;50
IMG_20200901_095038.jpg;jpg;0/10;2020:09:01 09:50:39;ELE-L29;0;7480/1000;240/100;5;2185000/1000000000;0;2;HUAWEI;50
IMG_20200901_095042.jpg;jpg;0/10;2020:09:01 09:50:43;ELE-L29;0;7480/1000;240/100;5;2058000/1000000000;0;2;HUAWEI;50
IMG_20200901_095043.jpg;jpg;0/10;2020:09:01 09:50:44;ELE-L29;0;7480/1000;240/100;5;2257000/1000000000;0;2;HUAWEI;50
IMG_20200901_095116.jpg;jpg;0/10;2020:09:01 09:51:17;ELE-L29;0;7480/1000;240/100;5;1758000/1000000000;0;2;HUAWEI;50
IMG_20200901_095118.jpg;jpg;0/10;2020:09:01 09:51:18;ELE-L29;0;7480/1000;240/100;5;1845000/1000000000;0;2;HUAWEI;50
IMG_20200901_095120.jpg;jpg;0/10;2020:09:01 09:51:20;ELE-L29;0;7480/1000;240/100;5;2010000/1000000000;0;2;HUAWEI;50
IMG_20200901_095122.jpg;jpg;0/10;2020:09:01 09:51:22;ELE-L29;0;7480/1000;240/100;5;2010000/1000000000;0;2;HUAWEI;50
IMG_20200901_095128.jpg;jpg;0/10;2020:09:01 09:51:29;ELE-L29;0;7480/1000;240/100;5;2353000/1000000000;0;2;HUAWEI;50
IMG_20200901_095132.jpg;jpg;0/10;2020:09:01 09:51:33;ELE-L29;0;7480/1000;240/100;5;2186000/1000000000;0;2;HUAWEI;50
IMG_20200901_095135.jpg;jpg;0/10;2020:09:01 09:51:36;ELE-L29;0;7480/1000;240/100;5;2091000/1000000000;0;2;HUAWEI;50
IMG_20200901_095140.jpg;jpg;0/10;2020:09:01 09:51:41;ELE-L29;0;7480/1000;240/100;5;1773000/1000000000;0;2;HUAWEI;50
IMG_20200901_095142.jpg;jpg;0/10;2020:09:01 09:51:43;ELE-L29;0;7480/1000;240/100;5;1832000/1000000000;0;2;HUAWEI;50
IMG_20200901_095144.jpg;jpg;0/10;2020:09:01 09:51:45;ELE-L29;0;7480/1000;240/100;5;1773000/1000000000;0;2;HUAWEI;50
IMG_20200901_095146.jpg;jpg;0/10;2020:09:01 09:51:47;ELE-L29;0;7480/1000;240/100;5;1910000/1000000000;0;2;HUAWEI;50
IMG_20200901_095147.jpg;jpg;0/10;2020:09:01 09:51:48;ELE-L29;0;7480/1000;240/100;5;1910000/1000000000;0;2;HUAWEI;50
IMG_20200901_095150.jpg;jpg;0/10;2020:09:01 09:51:51;ELE-L29;0;7480/1000;240/100;5;1956000/1000000000;0;2;HUAWEI;50
IMG_20200901_095154.jpg;jpg;0/10;2020:09:01 09:51:54;ELE-L29;0;7480/1000;240/100;5;2135000/1000000000;0;2;HUAWEI;50
IMG_20200901_095155.jpg;jpg;0/10;2020:09:01 09:51:56;ELE-L29;0;7480/1000;240/100;5;1928000/1000000000;0;2;HUAWEI;50
IMG_20200901_095156.jpg;jpg;0/10;2020:09:01 09:51:57;ELE-L29;0;7480/1000;240/100;5;1928000/1000000000;0;2;HUAWEI;50
IMG_20200901_095157.jpg;jpg;0/10;2020:09:01 09:51:58;ELE-L29;0;7480/1000;240/100;5;1928000/1000000000;0;2;HUAWEI;50
IMG_20200901_095159.jpg;jpg;0/10;2020:09:01 09:52:00;ELE-L29;0;7480/1000;240/100;5;1928000/1000000000;0;2;HUAWEI;50
IMG_20200901_095200.jpg;jpg;0/10;2020:09:01 09:52:01;ELE-L29;0;7480/1000;240/100;5;1928000/1000000000;0;2;HUAWEI;50
IMG_20200901_095201.jpg;jpg;0/10;2020:09:01 09:52:02;ELE-L29;0;7480/1000;240/100;5;1889000/1000000000;0;2;HUAWEI;50
IMG_20200901_095204.jpg;jpg;0/10;2020:09:01 09:52:05;ELE-L29;0;7480/1000;240/100;5;2088000/1000000000;0;2;HUAWEI;50
IMG_20200901_095249.jpg;jpg;0/10;2020:09:01 09:52:50;ELE-L29;0;7480/1000;240/100;5;2694000/1000000000;0;2;HUAWEI;50
IMG_20200901_095254.jpg;jpg;0/10;2020:09:01 09:52:55;ELE-L29;0;7480/1000;240/100;5;2821000/1000000000;0;2;HUAWEI;50
IMG_20200901_095256.jpg;jpg;0/10;2020:09:01 09:52:57;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095303.jpg;jpg;0/10;2020:09:01 09:53:04;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095304.jpg;jpg;0/10;2020:09:01 09:53:05;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095305.jpg;jpg;0/10;2020:09:01 09:53:06;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095306.jpg;jpg;0/10;2020:09:01 09:53:07;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095307.jpg;jpg;0/10;2020:09:01 09:53:08;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095308.jpg;jpg;0/10;2020:09:01 09:53:09;ELE-L29;0;7480/1000;240/100;5;2823000/1000000000;0;2;HUAWEI;50
IMG_20200901_095324.jpg;jpg;0/10;2020:09:01 09:53:24;ELE-L29;0;7480/1000;240/100;5;2820000/1000000000;0;2;HUAWEI;50
IMG_20200901_095325.jpg;jpg;0/10;2020:09:01 09:53:26;ELE-L29;0;7480/1000;240/100;5;2820000/1000000000;0;2;HUAWEI;50
IMG_20200901_095328.jpg;jpg;0/10;2020:09:01 09:53:29;ELE-L29;0;7480/1000;240/100;5;3055000/1000000000;0;2;HUAWEI;50
IMG_20200901_095329.jpg;jpg;0/10;2020:09:01 09:53:30;ELE-L29;0;7480/1000;240/100;5;3054000/1000000000;0;2;HUAWEI;50
IMG_20200901_095332.jpg;jpg;0/10;2020:09:01 09:53:33;ELE-L29;0;7480/1000;240/100;5;3054000/1000000000;0;2;HUAWEI;50
IMG_20200901_095334.jpg;jpg;0/10;2020:09:01 09:53:35;ELE-L29;0;7480/1000;240/100;5;3054000/1000000000;0;2;HUAWEI;50
IMG_20200901_095335.jpg;jpg;0/10;2020:09:01 09:53:36;ELE-L29;0;7480/1000;240/100;5;3054000/1000000000;0;2;HUAWEI;50
IMG_20200901_095336.jpg;jpg;0/10;2020:09:01 09:53:37;ELE-L29;0;7480/1000;240/100;5;2899000/1000000000;0;2;HUAWEI;50
IMG_20200901_095338.jpg;jpg;0/10;2020:09:01 09:53:38;ELE-L29;0;7480/1000;240/100;5;2463000/1000000000;0;2;HUAWEI;50
IMG_20200901_095340.jpg;jpg;0/10;2020:09:01 09:53:41;ELE-L29;0;7480/1000;240/100;5;2463000/1000000000;0;2;HUAWEI;50
IMG_20200901_095342.jpg;jpg;0/10;2020:09:01 09:53:42;ELE-L29;0;7480/1000;240/100;5;2463000/1000000000;0;2;HUAWEI;50
IMG_20200901_095344.jpg;jpg;0/10;2020:09:01 09:53:45;ELE-L29;0;7480/1000;240/100;5;2463000/1000000000;0;2;HUAWEI;50
IMG_20200901_095349.jpg;jpg;0/10;2020:09:01 09:53:50;ELE-L29;0;7480/1000;240/100;5;2463000/1000000000;0;2;HUAWEI;50
IMG_20200901_095350.jpg;jpg;0/10;2020:09:01 09:53:51;ELE-L29;0;7480/1000;240/100;5;2463000/1000000000;0;2;HUAWEI;50
IMG_20200901_095437.jpg;jpg;0/10;2020:09:01 09:54:38;ELE-L29;0;7480/1000;240/100;5;1517000/1000000000;0;2;HUAWEI;50
IMG_20200901_095438.jpg;jpg;0/10;2020:09:01 09:54:39;ELE-L29;0;7480/1000;240/100;5;1516000/1000000000;0;2;HUAWEI;50
IMG_20200901_095440.jpg;jpg;0/10;2020:09:01 09:54:41;ELE-L29;0;7480/1000;240/100;5;1440000/1000000000;0;2;HUAWEI;50
IMG_20200901_095442.jpg;jpg;0/10;2020:09:01 09:54:42;ELE-L29;0;7480/1000;240/100;5;1440000/1000000000;0;2;HUAWEI;50
IMG_20200901_095443.jpg;jpg;0/10;2020:09:01 09:54:43;ELE-L29;0;7480/1000;240/100;5;1440000/1000000000;0;2;HUAWEI;50
IMG_20200901_095501.jpg;jpg;0/10;2020:09:01 09:55:02;ELE-L29;0;7480/1000;240/100;5;1624000/1000000000;0;2;HUAWEI;50
IMG_20200901_095502.jpg;jpg;0/10;2020:09:01 09:55:03;ELE-L29;0;7480/1000;240/100;5;1449000/1000000000;0;2;HUAWEI;50
IMG_20200901_095504.jpg;jpg;0/10;2020:09:01 09:55:04;ELE-L29;0;7480/1000;240/100;5;1449000/1000000000;0;2;HUAWEI;50
IMG_20200901_095506.jpg;jpg;0/10;2020:09:01 09:55:06;ELE-L29;0;7480/1000;240/100;5;1449000/1000000000;0;2;HUAWEI;50
IMG_20200901_095755.jpg;jpg;0/10;2020:09:01 09:57:57;ELE-L29;0;5580/1000;180/100;5;763000/1000000000;0;2;HUAWEI;50
IMG_20200901_095755_1.jpg;jpg;0/10;2020:09:01 09:57:58;ELE-L29;0;5580/1000;180/100;5;763000/1000000000;0;2;HUAWEI;50
IMG_20200901_095756.jpg;jpg;0/10;2020:09:01 09:57:59;ELE-L29;0;5580/1000;180/100;5;763000/1000000000;0;2;HUAWEI;50
IMG_20200901_095800.jpg;jpg;0/10;2020:09:01 09:58:02;ELE-L29;0;5580/1000;180/100;5;534000/1000000000;0;2;HUAWEI;50
IMG_20200901_095801.jpg;jpg;0/10;2020:09:01 09:58:03;ELE-L29;0;5580/1000;180/100;5;540000/1000000000;0;2;HUAWEI;50
IMG_20200901_095802.jpg;jpg;0/10;2020:09:01 09:58:04;ELE-L29;0;5580/1000;180/100;5;659000/1000000000;0;2;HUAWEI;50
IMG_20200901_095828.jpg;jpg;0/10;2020:09:01 09:58:30;ELE-L29;0;5580/1000;180/100;5;378000/1000000000;0;2;HUAWEI;50
IMG_20200901_095832.jpg;jpg;0/10;2020:09:01 09:58:34;ELE-L29;0;5580/1000;180/100;5;480000/1000000000;0;2;HUAWEI;50
IMG_20200901_095835.jpg;jpg;0/10;2020:09:01 09:58:36;ELE-L29;0;5580/1000;180/100;5;571000/1000000000;0;2;HUAWEI;50
IMG_20200901_095840.jpg;jpg;0/10;2020:09:01 09:58:41;ELE-L29;0;5580/1000;180/100;5;451000/1000000000;0;2;HUAWEI;50
IMG_20200901_095841.jpg;jpg;0/10;2020:09:01 09:58:43;ELE-L29;0;5580/1000;180/100;5;344000/1000000000;0;2;HUAWEI;50
IMG_20200901_095846.jpg;jpg;0/10;2020:09:01 09:58:47;ELE-L29;0;5580/1000;180/100;5;553000/1000000000;0;2;HUAWEI;50
IMG_20200901_100220.jpg;jpg;0/10;2020:09:01 10:02:24;ELE-L29;0;5580/1000;180/100;5;430000/1000000000;0;2;HUAWEI;50
IMG_20200901_100225.jpg;jpg;0/10;2020:09:01 10:02:29;ELE-L29;0;5580/1000;180/100;5;458000/1000000000;0;2;HUAWEI;50
IMG_20200901_100243.jpg;jpg;0/10;2020:09:01 10:02:44;ELE-L29;0;5580/1000;180/100;5;279000/1000000000;0;2;HUAWEI;50
IMG_20200901_100258.jpg;jpg;0/10;2020:09:01 10:02:59;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100258_1.jpg;jpg;0/10;2020:09:01 10:02:59;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100300.jpg;jpg;0/10;2020:09:01 10:03:01;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100301.jpg;jpg;0/10;2020:09:01 10:03:02;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100302.jpg;jpg;0/10;2020:09:01 10:03:03;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100304.jpg;jpg;0/10;2020:09:01 10:03:04;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100305.jpg;jpg;0/10;2020:09:01 10:03:05;ELE-L29;0;7480/1000;240/100;5;1665000/1000000000;0;2;HUAWEI;50
IMG_20200901_100314.jpg;jpg;0/10;2020:09:01 10:03:15;ELE-L29;0;7480/1000;240/100;5;1799000/1000000000;0;2;HUAWEI;50
IMG_20200901_100457.jpg;jpg;0/10;2020:09:01 10:04:58;ELE-L29;0;5580/1000;240/100;5;1027000/1000000000;0;2;HUAWEI;50
IMG_20200901_100459.jpg;jpg;0/10;2020:09:01 10:05:00;ELE-L29;0;7480/1000;240/100;5;2559000/1000000000;0;2;HUAWEI;50
IMG_20200901_102431.jpg;jpg;0/10;2020:09:01 09:58:03;ELE-L29;1;5580/1000;180/100;5;540000/1000000000;0;2;HUAWEI;50
IMG_20200901_102609.jpg;jpg;0/10;2020:09:01 09:58:03;ELE-L29;1;5580/1000;180/100;5;540000/1000000000;0;2;HUAWEI;50
IMG_20201004_131526.jpg;jpg;0/10;2020:10:04 13:15:27;ELE-L29;0;7480/1000;240/100;5;235000/1000000000;0;2;HUAWEI;50
IMG_20201004_131736.jpg;jpg;0/10;2020:10:04 13:17:37;ELE-L29;0;7480/1000;240/100;5;271000/1000000000;0;2;HUAWEI;50
IMG_20201004_131738.jpg;jpg;0/10;2020:10:04 13:17:39;ELE-L29;0;7480/1000;240/100;5;271000/1000000000;0;2;HUAWEI;50
IMG_20201004_191920.jpg;jpg;0/10;2020:10:04 19:19:21;ELE-L29;0;5580/1000;180/100;5;10000000/1000000000;0;2;HUAWEI;125
IMG_20201007_212743.jpg;jpg;0/10;2020:10:07 21:27:45;ELE-L29;0;5580/1000;180/100;5;50000000/1000000000;0;2;HUAWEI;2000
IMG_20201007_212858.jpg;jpg;0/10;2020:10:07 21:29:00;ELE-L29;0;7480/1000;240/100;5;60000000/1000000000;0;2;HUAWEI;800
IMG_20201007_212924.jpg;jpg;0/10;2020:10:07 21:29:26;ELE-L29;0;7480/1000;240/100;5;57968000/1000000000;0;2;HUAWEI;1250
IMG_20201007_213232.jpg;jpg;0/10;2020:10:07 21:32:34;ELE-L29;0;5580/1000;180/100;5;40000000/1000000000;0;2;HUAWEI;2000
IMG_20201007_213408.jpg;jpg;0/10;2020:10:07 21:34:10;ELE-L29;0;5580/1000;180/100;5;40000000/1000000000;0;2;HUAWEI;2000
IMG_20201007_215304.jpg;jpg;0/10;2020:10:07 21:53:05;ELE-L29;0;5580/1000;180/100;5;60000000/1000000000;0;2;HUAWEI;2500
IMG_20201007_215310.jpg;jpg;0/10;2020:10:07 21:53:11;ELE-L29;0;5580/1000;180/100;5;60000000/1000000000;0;2;HUAWEI;2500
IMG_20201010_155310.jpg;jpg;;2020:10:10 15:53:10;ELE-L29;8;;;;;;;HUAWEI;
IMG_20201010_161220.jpg;jpg;0/10;2020:10:10 16:12:21;ELE-L29;0;7480/1000;240/100;5;1409000/1000000000;0;2;HUAWEI;50
IMG_20201010_162640.jpg;jpg;0/10;2020:10:10 16:26:41;ELE-L29;0;7480/1000;240/100;5;735000/1000000000;0;2;HUAWEI;50
IMG_20201010_162701.jpg;jpg;7/10;2020:10:10 16:27:02;ELE-L29;0;7480/1000;240/100;5;2684000/1000000000;0;2;HUAWEI;50
IMG_20201010_162821.jpg;jpg;7/10;2020:10:10 16:28:22;ELE-L29;0;7480/1000;240/100;5;10000000/1000000000;0;2;HUAWEI;50
IMG_20201010_162838.jpg;jpg;0/10;2020:10:10 16:28:38;ELE-L29;0;7480/1000;240/100;5;6024000/1000000000;0;2;HUAWEI;50
IMG_20201010_163250.jpg;jpg;0/10;2020:10:10 16:32:51;ELE-L29;0;7480/1000;240/100;5;6168000/1000000000;0;2;HUAWEI;50
IMG_20201010_163539.jpg;jpg;0/10;2020:10:10 16:35:40;ELE-L29;0;7480/1000;240/100;5;4061000/1000000000;0;2;HUAWEI;50
IMG_20201010_163650.jpg;jpg;;2020:10:10 16:36:51;ELE-L29;8;;;;;;;HUAWEI;
IMG_20201010_163720.jpg;jpg;;2020:10:10 16:37:21;ELE-L29;8;;;;;;;HUAWEI;
IMG_20201010_163822.jpg;jpg;;2020:10:10 16:38:22;ELE-L29;8;;;;;;;HUAWEI;
IMG_20201010_163901.jpg;jpg;0/10;2020:10:10 16:39:01;ELE-L29;0;7480/1000;240/100;5;3837000/1000000000;0;2;HUAWEI;50
IMG_20201010_163945.jpg;jpg;0/10;2020:10:10 16:39:46;ELE-L29;0;7480/1000;240/100;5;4457000/1000000000;0;2;HUAWEI;50
IMG_20201010_163946.jpg;jpg;0/10;2020:10:10 16:39:47;ELE-L29;0;7480/1000;240/100;5;4166000/1000000000;0;2;HUAWEI;50
IMG_20201010_163949.jpg;jpg;0/10;2020:10:10 16:39:50;ELE-L29;0;7480/1000;240/100;5;4300000/1000000000;0;2;HUAWEI;50
IMG_20201010_163949_1.jpg;jpg;0/10;2020:10:10 16:39:51;ELE-L29;0;7480/1000;240/100;5;4300000/1000000000;0;2;HUAWEI;50
IMG_20201010_164358.jpg;jpg;0/10;2020:10:10 16:43:59;ELE-L29;0;7480/1000;240/100;5;5286000/1000000000;0;2;HUAWEI;50
IMG_20201010_164413.jpg;jpg;0/10;2020:10:10 16:44:14;ELE-L29;0;5580/1000;180/100;5;1682000/1000000000;0;2;HUAWEI;50
IMG_20201010_164934.jpg;jpg;0/10;2020:10:10 16:49:35;ELE-L29;0;7480/1000;240/100;5;5034000/1000000000;0;2;HUAWEI;50
IMG_20201010_175654.jpg;jpg;0/10;2020:10:10 17:56:56;ELE-L29;0;5580/1000;180/100;5;30000000/1000000000;0;2;HUAWEI;320
IMG_20201010_175909.jpg;jpg;0/10;2020:10:10 17:59:11;ELE-L29;0;5580/1000;180/100;5;20000000/1000000000;0;2;HUAWEI;250
IMG_20201010_175910.jpg;jpg;0/10;2020:10:10 17:59:12;ELE-L29;0;5580/1000;180/100;5;20000000/1000000000;0;2;HUAWEI;320
