Filename;Filetype;Exif.Photo.ExposureTime;Exif.Photo.FocalLength;Exif.Photo.ISOSpeedRatings;Exif.Photo.FNumber;Exif.Photo.ExposureProgram;Exif.Photo.MeteringMode;Exif.Photo.Flash;Exif.Image.Orientation;Exif.Photo.DateTimeOriginal;Exif.Image.Make;Exif.Photo.ExposureBiasValue;Exif.Image.Model
IMG_0203.JPG;jpg;1/100;5000/1000;200;28/10;;5;24;8;2012:06:28 15:47:16;Canon;0/3;Canon IXUS 117 HS
IMG_0204.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:28 15:54:13;Canon;0/3;Canon IXUS 117 HS
IMG_0205.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:28 15:54:32;Canon;0/3;Canon IXUS 117 HS
IMG_0206.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;8;2012:06:28 15:54:50;Canon;0/3;Canon IXUS 117 HS
IMG_0207.JPG;jpg;1/60;5000/1000;400;28/10;;5;24;1;2012:06:28 15:58:37;Canon;0/3;Canon IXUS 117 HS
IMG_0209.JPG;jpg;1/320;5000/1000;200;80/10;;5;24;1;2012:06:28 16:04:05;Canon;0/3;Canon IXUS 117 HS
IMG_0212.JPG;jpg;1/400;5000/1000;320;28/10;;5;24;8;2012:06:28 16:04:59;Canon;0/3;Canon IXUS 117 HS
IMG_0213.JPG;jpg;1/800;5000/1000;320;28/10;;5;24;1;2012:06:28 16:05:20;Canon;0/3;Canon IXUS 117 HS
IMG_0214.JPG;jpg;1/320;5000/1000;160;80/10;;5;24;1;2012:06:28 16:05:40;Canon;0/3;Canon IXUS 117 HS
IMG_0215.JPG;jpg;1/1250;5000/1000;200;28/10;;5;24;1;2012:06:28 16:05:49;Canon;0/3;Canon IXUS 117 HS
IMG_0216.JPG;jpg;1/125;5000/1000;200;28/10;;5;24;1;2012:06:28 16:06:57;Canon;0/3;Canon IXUS 117 HS
IMG_0220.JPG;jpg;1/100;5000/1000;200;28/10;;5;24;1;2012:06:28 16:15:34;Canon;0/3;Canon IXUS 117 HS
IMG_0221.JPG;jpg;1/800;5000/1000;320;28/10;;5;24;1;2012:06:28 16:21:11;Canon;0/3;Canon IXUS 117 HS
IMG_0223.JPG;jpg;1/50;17275/1000;800;56/10;;5;24;1;2012:06:28 16:24:38;Canon;0/3;Canon IXUS 117 HS
IMG_0224.JPG;jpg;1/320;5000/1000;100;28/10;;5;24;1;2012:06:28 16:30:01;Canon;0/3;Canon IXUS 117 HS
IMG_0225.JPG;jpg;1/60;5000/1000;100;28/10;;5;24;1;2012:06:28 16:37:22;Canon;0/3;Canon IXUS 117 HS
IMG_0226.JPG;jpg;1/125;5000/1000;200;28/10;;5;24;1;2012:06:28 16:44:43;Canon;0/3;Canon IXUS 117 HS
IMG_0227.JPG;jpg;1/200;5000/1000;200;80/10;;5;24;1;2012:06:28 16:45:33;Canon;0/3;Canon IXUS 117 HS
IMG_0228.JPG;jpg;1/200;5000/1000;400;80/10;;5;24;1;2012:06:28 16:45:53;Canon;0/3;Canon IXUS 117 HS
IMG_0229.JPG;jpg;1/1000;5000/1000;400;28/10;;5;24;1;2012:06:28 16:46:12;Canon;0/3;Canon IXUS 117 HS
IMG_0230.JPG;jpg;1/80;5000/1000;200;28/10;;5;24;1;2012:06:28 16:47:08;Canon;0/3;Canon IXUS 117 HS
IMG_0231.JPG;jpg;1/400;5000/1000;200;80/10;;5;24;1;2012:06:28 16:47:30;Canon;0/3;Canon IXUS 117 HS
IMG_0232.JPG;jpg;1/500;5000/1000;200;28/10;;5;24;1;2012:06:28 16:47:37;Canon;0/3;Canon IXUS 117 HS
IMG_0235.JPG;jpg;1/125;9464/1000;250;40/10;;5;24;1;2012:06:28 16:49:15;Canon;0/3;Canon IXUS 117 HS
IMG_0236.JPG;jpg;1/320;9464/1000;400;40/10;;5;24;1;2012:06:28 16:49:47;Canon;0/3;Canon IXUS 117 HS
IMG_0238.JPG;jpg;1/250;9464/1000;250;40/10;;5;24;1;2012:06:28 16:50:31;Canon;0/3;Canon IXUS 117 HS
IMG_0240.JPG;jpg;1/200;5000/1000;125;28/10;;5;24;1;2012:06:28 16:54:46;Canon;0/3;Canon IXUS 117 HS
IMG_0241.JPG;jpg;1/100;9464/1000;400;40/10;;5;24;1;2012:06:28 16:55:27;Canon;0/3;Canon IXUS 117 HS
IMG_0243.JPG;jpg;1/125;9464/1000;400;40/10;;5;24;1;2012:06:28 16:56:21;Canon;0/3;Canon IXUS 117 HS
IMG_0244.JPG;jpg;1/1250;5000/1000;160;28/10;;5;24;1;2012:06:28 17:06:48;Canon;0/3;Canon IXUS 117 HS
IMG_0245.JPG;jpg;1/400;12785/1000;100;45/10;;5;24;1;2012:06:28 17:07:17;Canon;0/3;Canon IXUS 117 HS
IMG_0246.JPG;jpg;1/400;12785/1000;125;45/10;;5;24;1;2012:06:28 17:07:35;Canon;0/3;Canon IXUS 117 HS
IMG_0247.JPG;jpg;1/640;9464/1000;200;40/10;;5;24;1;2012:06:28 17:08:44;Canon;0/3;Canon IXUS 117 HS
IMG_0249.JPG;jpg;1/1000;5000/1000;125;28/10;;5;24;1;2012:06:28 17:10:16;Canon;0/3;Canon IXUS 117 HS
IMG_0250.JPG;jpg;1/500;6008/1000;400;90/10;;5;24;1;2012:06:28 17:19:07;Canon;0/3;Canon IXUS 117 HS
IMG_0251.JPG;jpg;1/640;5000/1000;320;80/10;;5;24;1;2012:06:28 17:19:41;Canon;0/3;Canon IXUS 117 HS
IMG_0252.JPG;jpg;1/1000;5000/1000;100;28/10;;5;24;1;2012:06:28 17:20:36;Canon;0/3;Canon IXUS 117 HS
IMG_0255.JPG;jpg;1/400;12785/1000;100;45/10;;5;24;1;2012:06:28 17:21:33;Canon;0/3;Canon IXUS 117 HS
IMG_0257.JPG;jpg;1/200;5000/1000;400;28/10;;5;24;1;2012:06:28 17:24:13;Canon;0/3;Canon IXUS 117 HS
IMG_0258.JPG;jpg;1/125;5000/1000;250;28/10;;5;24;1;2012:06:28 17:25:39;Canon;0/3;Canon IXUS 117 HS
IMG_0263.JPG;jpg;1/100;9464/1000;125;40/10;;2;73;1;2012:06:28 19:47:28;Canon;1/3;Canon IXUS 117 HS
IMG_0266.JPG;jpg;1/60;5000/1000;200;28/10;;2;73;1;2012:06:28 20:03:00;Canon;1/3;Canon IXUS 117 HS
IMG_0267.JPG;jpg;1/60;5000/1000;250;28/10;;2;73;1;2012:06:28 20:03:16;Canon;1/3;Canon IXUS 117 HS
IMG_0268.JPG;jpg;1/60;5000/1000;250;28/10;;2;73;1;2012:06:28 20:03:24;Canon;1/3;Canon IXUS 117 HS
IMG_0271.JPG;jpg;1/60;5000/1000;500;28/10;;2;73;1;2012:06:28 20:11:04;Canon;1/3;Canon IXUS 117 HS
IMG_0272.JPG;jpg;1/60;5000/1000;500;28/10;;2;73;1;2012:06:28 20:11:12;Canon;1/3;Canon IXUS 117 HS
IMG_0279.JPG;jpg;1/60;5000/1000;400;28/10;;2;73;1;2012:06:28 20:19:47;Canon;1/3;Canon IXUS 117 HS
IMG_0283.JPG;jpg;1/60;20000/1000;800;59/10;;5;89;1;2012:06:29 19:56:49;Canon;0/3;Canon IXUS 117 HS
IMG_0284.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:29 20:50:49;Canon;0/3;Canon IXUS 117 HS
IMG_0286.JPG;jpg;1/250;9464/1000;200;110/10;;5;24;1;2012:06:30 09:53:03;Canon;0/3;Canon IXUS 117 HS
IMG_0287.JPG;jpg;1/800;12785/1000;250;45/10;;5;24;1;2012:06:30 09:53:32;Canon;0/3;Canon IXUS 117 HS
IMG_0288.JPG;jpg;1/500;9464/1000;100;40/10;;5;24;1;2012:06:30 09:56:56;Canon;0/3;Canon IXUS 117 HS
IMG_0290.JPG;jpg;1/800;9464/1000;100;40/10;;5;24;1;2012:06:30 09:57:43;Canon;0/3;Canon IXUS 117 HS
IMG_0292.JPG;jpg;1/640;8022/1000;100;35/10;;5;24;1;2012:06:30 09:59:51;Canon;0/3;Canon IXUS 117 HS
IMG_0293.JPG;jpg;1/500;5000/1000;320;28/10;;5;24;1;2012:06:30 10:02:44;Canon;0/3;Canon IXUS 117 HS
IMG_0296.JPG;jpg;1/640;5000/1000;160;28/10;;5;24;1;2012:06:30 10:04:54;Canon;0/3;Canon IXUS 117 HS
IMG_0297.JPG;jpg;1/250;10906/1000;160;40/10;;5;24;1;2012:06:30 10:05:11;Canon;0/3;Canon IXUS 117 HS
IMG_0298.JPG;jpg;1/160;9464/1000;200;40/10;;5;24;1;2012:06:30 10:05:51;Canon;0/3;Canon IXUS 117 HS
IMG_0301.JPG;jpg;1/250;5000/1000;100;80/10;;2;73;1;2012:06:30 10:32:17;Canon;1/3;Canon IXUS 117 HS
IMG_0304.JPG;jpg;1/250;5000/1000;200;80/10;;5;24;1;2012:06:30 10:41:18;Canon;0/3;Canon IXUS 117 HS
IMG_0305.JPG;jpg;1/250;5000/1000;100;80/10;;5;24;1;2012:06:30 10:41:28;Canon;0/3;Canon IXUS 117 HS
IMG_0306.JPG;jpg;1/250;5000/1000;160;80/10;;5;24;1;2012:06:30 10:41:39;Canon;0/3;Canon IXUS 117 HS
IMG_0307.JPG;jpg;1/250;5000/1000;125;80/10;;5;24;1;2012:06:30 10:41:45;Canon;0/3;Canon IXUS 117 HS
IMG_0308.JPG;jpg;1/200;5000/1000;125;80/10;;5;24;1;2012:06:30 10:42:55;Canon;0/3;Canon IXUS 117 HS
IMG_0309.JPG;jpg;1/200;5000/1000;125;80/10;;5;24;1;2012:06:30 10:43:11;Canon;0/3;Canon IXUS 117 HS
IMG_0310.JPG;jpg;1/250;5000/1000;200;80/10;;5;24;1;2012:06:30 10:43:37;Canon;0/3;Canon IXUS 117 HS
IMG_0311.JPG;jpg;1/250;5000/1000;160;80/10;;5;24;1;2012:06:30 10:44:10;Canon;0/3;Canon IXUS 117 HS
IMG_0313.JPG;jpg;1/640;12785/1000;125;45/10;;5;24;1;2012:06:30 12:25:59;Canon;0/3;Canon IXUS 117 HS
IMG_0314.JPG;jpg;1/1250;12785/1000;200;45/10;;5;24;1;2012:06:30 12:26:14;Canon;0/3;Canon IXUS 117 HS
IMG_0315.JPG;jpg;1/800;6008/1000;100;32/10;;5;24;1;2012:06:30 12:26:40;Canon;0/3;Canon IXUS 117 HS
IMG_0316.JPG;jpg;1/800;6008/1000;100;32/10;;5;24;1;2012:06:30 12:26:48;Canon;0/3;Canon IXUS 117 HS
IMG_0318.JPG;jpg;1/1000;9464/1000;320;40/10;;5;24;1;2012:06:30 13:22:33;Canon;0/3;Canon IXUS 117 HS
IMG_0319.JPG;jpg;1/1250;5000/1000;160;28/10;;5;24;1;2012:06:30 13:23:34;Canon;0/3;Canon IXUS 117 HS
IMG_0321.JPG;jpg;1/800;5000/1000;160;28/10;;5;24;1;2012:06:30 13:25:03;Canon;0/3;Canon IXUS 117 HS
IMG_0322.JPG;jpg;1/400;5000/1000;200;28/10;;5;24;1;2012:06:30 13:26:17;Canon;0/3;Canon IXUS 117 HS
IMG_0325.JPG;jpg;1/1250;5000/1000;100;28/10;;5;24;1;2012:06:30 13:29:59;Canon;0/3;Canon IXUS 117 HS
IMG_0326.JPG;jpg;1/400;5000/1000;320;28/10;;5;24;8;2012:06:30 13:31:10;Canon;0/3;Canon IXUS 117 HS
IMG_0328.JPG;jpg;1/250;5000/1000;100;80/10;;5;24;1;2012:06:30 13:37:29;Canon;0/3;Canon IXUS 117 HS
IMG_0331.JPG;jpg;1/250;5000/1000;160;80/10;;5;24;1;2012:06:30 13:41:19;Canon;0/3;Canon IXUS 117 HS
IMG_0334.JPG;jpg;1/800;5000/1000;400;28/10;;5;24;1;2012:06:30 14:29:11;Canon;0/3;Canon IXUS 117 HS
IMG_0336.JPG;jpg;1/400;5000/1000;200;80/10;;5;24;1;2012:06:30 15:20:57;Canon;0/3;Canon IXUS 117 HS
IMG_0343.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:30 20:24:55;Canon;0/3;Canon IXUS 117 HS
IMG_0344.JPG;jpg;1/30;5000/1000;800;28/10;;5;24;1;2012:06:30 20:25:08;Canon;0/3;Canon IXUS 117 HS
IMG_0346.JPG;jpg;1/60;5000/1000;800;28/10;;5;24;1;2012:06:30 20:25:45;Canon;0/3;Canon IXUS 117 HS
IMG_0347.JPG;jpg;1/60;5000/1000;800;28/10;;5;24;1;2012:06:30 20:28:43;Canon;0/3;Canon IXUS 117 HS
IMG_0350.JPG;jpg;1/15;5000/1000;250;28/10;;5;89;1;2012:06:30 20:29:27;Canon;0/3;Canon IXUS 117 HS
IMG_0352.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:30 20:30:18;Canon;0/3;Canon IXUS 117 HS
IMG_0354.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:30 20:35:31;Canon;0/3;Canon IXUS 117 HS
IMG_0355.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:30 20:35:45;Canon;0/3;Canon IXUS 117 HS
IMG_0356.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:30 20:45:12;Canon;0/3;Canon IXUS 117 HS
IMG_0363.JPG;jpg;1/15;5000/1000;400;28/10;;5;89;1;2012:06:30 21:46:14;Canon;0/3;Canon IXUS 117 HS
IMG_0364.JPG;jpg;1/60;5000/1000;800;28/10;;5;89;1;2012:06:30 21:46:31;Canon;0/3;Canon IXUS 117 HS
IMG_0365.JPG;jpg;1/250;5000/1000;125;80/10;;5;24;1;2012:07:01 11:10:47;Canon;0/3;Canon IXUS 117 HS
IMG_0366.JPG;jpg;1/320;5000/1000;200;80/10;;5;24;1;2012:07:01 11:10:57;Canon;0/3;Canon IXUS 117 HS
IMG_0367.JPG;jpg;1/1250;5000/1000;100;28/10;;5;24;6;2012:07:01 11:11:25;Canon;0/3;Canon IXUS 117 HS
IMG_0368.JPG;jpg;1/1250;5000/1000;100;28/10;;5;24;6;2012:07:01 11:11:52;Canon;0/3;Canon IXUS 117 HS
IMG_0372.JPG;jpg;1/250;5000/1000;100;80/10;;5;24;1;2012:07:01 11:13:55;Canon;0/3;Canon IXUS 117 HS
IMG_0374.JPG;jpg;1/250;5000/1000;200;80/10;;5;24;1;2012:07:01 11:16:12;Canon;0/3;Canon IXUS 117 HS
IMG_0376.JPG;jpg;1/1250;5000/1000;100;28/10;;5;24;1;2012:07:01 11:16:43;Canon;0/3;Canon IXUS 117 HS
IMG_0378.JPG;jpg;1/800;5000/1000;200;28/10;;5;24;1;2012:07:01 12:40:06;Canon;0/3;Canon IXUS 117 HS
IMG_0381.JPG;jpg;1/1000;5000/1000;100;28/10;;5;24;1;2012:07:01 12:53:47;Canon;0/3;Canon IXUS 117 HS
IMG_0382.JPG;jpg;1/60;5000/1000;800;28/10;;5;89;1;2012:07:01 17:14:02;Canon;0/3;Canon IXUS 117 HS
IMG_0384.JPG;jpg;1/20;5000/1000;1250;28/10;;5;24;1;2012:07:01 17:29:19;Canon;0/3;Canon IXUS 117 HS
IMG_0387.JPG;jpg;1/200;5000/1000;100;80/10;;5;24;1;2012:07:02 10:22:29;Canon;0/3;Canon IXUS 117 HS
IMG_0389.JPG;jpg;1/500;5000/1000;200;28/10;;5;24;1;2012:07:02 10:24:36;Canon;0/3;Canon IXUS 117 HS
IMG_0390.JPG;jpg;1/400;5000/1000;200;28/10;;5;24;1;2012:07:02 10:24:39;Canon;0/3;Canon IXUS 117 HS
IMG_0396.JPG;jpg;1/1500;8022/1000;160;35/10;;2;73;1;2012:07:02 10:42:58;Canon;1/3;Canon IXUS 117 HS
IMG_0397.JPG;jpg;1/1500;9464/1000;160;40/10;;2;73;1;2012:07:02 10:52:49;Canon;1/3;Canon IXUS 117 HS
IMG_0399.JPG;jpg;1/1250;5000/1000;500;80/10;;2;73;1;2012:07:02 11:10:31;Canon;1/3;Canon IXUS 117 HS
IMG_0400.JPG;jpg;1/1500;10906/1000;160;40/10;;2;73;1;2012:07:02 11:10:45;Canon;1/3;Canon IXUS 117 HS
IMG_0401.JPG;jpg;1/1250;5000/1000;500;80/10;;2;73;1;2012:07:02 11:11:08;Canon;1/3;Canon IXUS 117 HS
IMG_0404.JPG;jpg;1/1000;5000/1000;500;80/10;;2;73;1;2012:07:02 11:56:39;Canon;1/3;Canon IXUS 117 HS
IMG_0405.JPG;jpg;1/800;5000/1000;500;80/10;;2;73;8;2012:07:02 11:59:24;Canon;1/3;Canon IXUS 117 HS
IMG_0406.JPG;jpg;1/1500;5000/1000;160;28/10;;2;73;1;2012:07:02 12:25:56;Canon;1/3;Canon IXUS 117 HS
IMG_0407.JPG;jpg;1/1500;7015/1000;125;32/10;;2;73;1;2012:07:02 12:26:13;Canon;1/3;Canon IXUS 117 HS
IMG_0408.JPG;jpg;1/800;9464/1000;250;40/10;;2;73;1;2012:07:02 12:29:20;Canon;1/3;Canon IXUS 117 HS
IMG_0409.JPG;jpg;1/1250;5000/1000;320;80/10;;2;73;1;2012:07:02 12:39:39;Canon;1/3;Canon IXUS 117 HS
IMG_0411.JPG;jpg;1/800;5000/1000;500;80/10;;2;73;1;2012:07:02 12:40:41;Canon;1/3;Canon IXUS 117 HS
IMG_0412.JPG;jpg;1/1250;12785/1000;160;45/10;;2;73;1;2012:07:02 12:41:19;Canon;1/3;Canon IXUS 117 HS
IMG_0413.JPG;jpg;1/1250;10906/1000;250;40/10;;2;73;1;2012:07:02 12:41:31;Canon;1/3;Canon IXUS 117 HS
IMG_0415.JPG;jpg;1/1500;5000/1000;500;80/10;;2;73;1;2012:07:02 13:44:40;Canon;1/3;Canon IXUS 117 HS
IMG_0416.JPG;jpg;1/1000;7015/1000;500;90/10;;2;73;1;2012:07:02 14:08:44;Canon;1/3;Canon IXUS 117 HS
IMG_0417.JPG;jpg;1/1500;8022/1000;125;35/10;;2;73;1;2012:07:02 14:09:08;Canon;1/3;Canon IXUS 117 HS
IMG_0418.JPG;jpg;1/1500;8022/1000;125;35/10;;2;73;1;2012:07:02 14:09:26;Canon;1/3;Canon IXUS 117 HS
IMG_0419.JPG;jpg;1/1250;5000/1000;500;80/10;;2;73;1;2012:07:02 14:40:47;Canon;1/3;Canon IXUS 117 HS
IMG_0421.JPG;jpg;1/1000;10906/1000;100;40/10;;5;24;1;2012:07:02 14:41:50;Canon;0/3;Canon IXUS 117 HS
IMG_0422.JPG;jpg;1/800;12785/1000;160;45/10;;5;24;1;2012:07:02 14:42:28;Canon;0/3;Canon IXUS 117 HS
IMG_0424.JPG;jpg;1/800;5000/1000;200;28/10;;5;24;1;2012:07:02 14:50:42;Canon;0/3;Canon IXUS 117 HS
IMG_0425.JPG;jpg;1/25;5000/1000;400;28/10;;5;89;1;2012:07:02 14:51:26;Canon;0/3;Canon IXUS 117 HS
IMG_0426.JPG;jpg;1/25;5000/1000;400;28/10;;5;89;8;2012:07:02 14:51:40;Canon;0/3;Canon IXUS 117 HS
IMG_0427.JPG;jpg;1/250;5000/1000;200;28/10;;5;24;1;2012:07:02 14:52:59;Canon;0/3;Canon IXUS 117 HS
IMG_0428.JPG;jpg;1/200;5000/1000;200;28/10;;5;24;1;2012:07:02 14:53:07;Canon;0/3;Canon IXUS 117 HS
IMG_0429.JPG;jpg;1/200;5000/1000;100;80/10;;5;24;8;2012:07:02 14:53:53;Canon;0/3;Canon IXUS 117 HS
IMG_0430.JPG;jpg;1/320;5000/1000;400;80/10;;5;24;1;2012:07:02 14:54:21;Canon;0/3;Canon IXUS 117 HS
IMG_0431.JPG;jpg;1/250;5000/1000;100;80/10;;5;24;1;2012:07:02 14:55:47;Canon;0/3;Canon IXUS 117 HS
IMG_0435.JPG;jpg;1/250;5000/1000;160;80/10;;5;24;1;2012:07:02 14:58:11;Canon;0/3;Canon IXUS 117 HS
IMG_0437.JPG;jpg;1/320;5000/1000;200;28/10;;5;24;1;2012:07:02 14:59:09;Canon;0/3;Canon IXUS 117 HS
IMG_0438.JPG;jpg;1/320;5000/1000;160;28/10;;5;24;1;2012:07:02 14:59:40;Canon;0/3;Canon IXUS 117 HS
IMG_0440.JPG;jpg;1/200;5000/1000;100;28/10;;5;24;1;2012:07:02 14:59:59;Canon;0/3;Canon IXUS 117 HS
IMG_0441.JPG;jpg;1/160;5000/1000;100;28/10;;5;24;1;2012:07:02 15:00:06;Canon;0/3;Canon IXUS 117 HS
IMG_0442.JPG;jpg;1/200;5000/1000;125;28/10;;5;24;1;2012:07:02 15:00:25;Canon;0/3;Canon IXUS 117 HS
IMG_0443.JPG;jpg;1/320;5000/1000;200;28/10;;5;24;1;2012:07:02 15:00:43;Canon;0/3;Canon IXUS 117 HS
IMG_0447.JPG;jpg;1/400;5000/1000;200;28/10;;5;24;1;2012:07:02 15:18:24;Canon;0/3;Canon IXUS 117 HS
IMG_0448.JPG;jpg;1/250;5000/1000;100;80/10;;5;24;1;2012:07:02 15:21:01;Canon;0/3;Canon IXUS 117 HS
IMG_0449.JPG;jpg;1/1250;5000/1000;160;28/10;;5;24;8;2012:07:02 15:21:48;Canon;0/3;Canon IXUS 117 HS
IMG_0450.JPG;jpg;1/20;5000/1000;400;28/10;;5;89;1;2012:07:02 15:26:12;Canon;0/3;Canon IXUS 117 HS
IMG_0451.JPG;jpg;1/200;5000/1000;200;28/10;;5;24;1;2012:07:02 15:27:06;Canon;0/3;Canon IXUS 117 HS
IMG_0452.JPG;jpg;1/60;5000/1000;250;28/10;;5;24;6;2012:07:02 15:29:18;Canon;0/3;Canon IXUS 117 HS
IMG_0453.JPG;jpg;1/60;5000/1000;250;28/10;;5;24;1;2012:07:02 15:29:45;Canon;0/3;Canon IXUS 117 HS
IMG_0454.JPG;jpg;1/100;5000/1000;200;28/10;;5;24;1;2012:07:02 15:30:07;Canon;0/3;Canon IXUS 117 HS
IMG_0455.JPG;jpg;1/60;6008/1000;320;32/10;;5;24;1;2012:07:02 15:31:17;Canon;0/3;Canon IXUS 117 HS
IMG_0456.JPG;jpg;1/1000;8022/1000;125;35/10;;5;24;1;2012:07:02 15:32:17;Canon;0/3;Canon IXUS 117 HS
IMG_0458.JPG;jpg;1/500;5000/1000;250;28/10;;2;73;6;2012:07:02 15:35:36;Canon;1/3;Canon IXUS 117 HS
IMG_0459.JPG;jpg;1/500;5000/1000;200;28/10;;2;73;6;2012:07:02 15:35:51;Canon;1/3;Canon IXUS 117 HS
IMG_0460.JPG;jpg;1/320;5000/1000;200;28/10;;2;73;6;2012:07:02 15:35:59;Canon;1/3;Canon IXUS 117 HS
IMG_0463.JPG;jpg;1/400;5000/1000;250;28/10;;2;73;1;2012:07:02 15:38:16;Canon;1/3;Canon IXUS 117 HS
IMG_0466.JPG;jpg;1/640;5000/1000;500;80/10;;2;73;1;2012:07:02 15:41:21;Canon;1/3;Canon IXUS 117 HS
IMG_0467.JPG;jpg;1/640;5000/1000;160;28/10;;2;73;1;2012:07:02 15:45:38;Canon;1/3;Canon IXUS 117 HS
IMG_0468.JPG;jpg;1/640;7015/1000;250;32/10;;2;73;1;2012:07:02 15:46:21;Canon;1/3;Canon IXUS 117 HS
IMG_0471.JPG;jpg;1/250;5000/1000;100;80/10;;5;24;1;2012:07:02 16:25:30;Canon;0/3;Canon IXUS 117 HS
IMG_0472.JPG;jpg;1/800;9464/1000;160;40/10;;5;24;1;2012:07:02 16:26:13;Canon;0/3;Canon IXUS 117 HS
IMG_0473.JPG;jpg;1/80;7015/1000;200;32/10;;5;24;8;2012:07:02 16:28:31;Canon;0/3;Canon IXUS 117 HS
IMG_0474.JPG;jpg;1/200;7015/1000;100;90/10;;5;24;1;2012:07:02 16:28:55;Canon;0/3;Canon IXUS 117 HS
IMG_0475.JPG;jpg;1/250;7015/1000;200;90/10;;5;24;1;2012:07:02 16:29:09;Canon;0/3;Canon IXUS 117 HS
IMG_0476.JPG;jpg;1/320;5000/1000;320;28/10;;5;24;8;2012:07:02 16:30:56;Canon;0/3;Canon IXUS 117 HS
IMG_0477.JPG;jpg;1/250;5000/1000;320;28/10;;5;24;8;2012:07:02 16:31:15;Canon;0/3;Canon IXUS 117 HS
IMG_0478.JPG;jpg;1/200;5000/1000;400;28/10;;5;24;1;2012:07:02 16:31:40;Canon;0/3;Canon IXUS 117 HS
IMG_0480.JPG;jpg;1/60;5000/1000;800;28/10;;5;24;1;2012:07:02 16:32:18;Canon;0/3;Canon IXUS 117 HS
IMG_0481.JPG;jpg;1/250;5000/1000;200;28/10;;5;24;1;2012:07:02 16:33:06;Canon;0/3;Canon IXUS 117 HS
IMG_0482.JPG;jpg;1/250;5000/1000;200;28/10;;5;24;1;2012:07:02 16:33:21;Canon;0/3;Canon IXUS 117 HS
IMG_0485.JPG;jpg;1/125;5000/1000;200;28/10;;5;24;1;2012:07:02 16:35:17;Canon;0/3;Canon IXUS 117 HS
IMG_0486.JPG;jpg;1/320;5000/1000;320;28/10;;5;24;8;2012:07:02 16:35:49;Canon;0/3;Canon IXUS 117 HS
IMG_0487.JPG;jpg;1/60;5000/1000;160;28/10;;5;24;1;2012:07:02 16:36:10;Canon;0/3;Canon IXUS 117 HS
IMG_0488.JPG;jpg;1/640;5000/1000;200;28/10;;5;24;1;2012:07:02 16:36:24;Canon;0/3;Canon IXUS 117 HS
IMG_0490.JPG;jpg;1/500;5000/1000;320;80/10;;5;24;1;2012:07:02 16:37:07;Canon;0/3;Canon IXUS 117 HS
IMG_0491.JPG;jpg;1/250;5000/1000;100;28/10;;5;24;1;2012:07:02 16:37:40;Canon;0/3;Canon IXUS 117 HS
IMG_0492.JPG;jpg;1/40;6008/1000;400;32/10;;5;89;1;2012:07:02 17:04:45;Canon;0/3;Canon IXUS 117 HS
IMG_0493.JPG;jpg;1/60;5000/1000;250;28/10;;5;24;1;2012:07:02 17:28:07;Canon;0/3;Canon IXUS 117 HS
IMG_0496.JPG;jpg;1/100;5000/1000;320;28/10;;5;24;1;2012:07:02 17:30:26;Canon;0/3;Canon IXUS 117 HS
IMG_0497.JPG;jpg;1/100;5000/1000;200;28/10;;5;24;1;2012:07:02 17:30:46;Canon;0/3;Canon IXUS 117 HS
IMG_0499.JPG;jpg;1/500;5000/1000;250;28/10;;5;24;1;2012:07:02 18:15:31;Canon;0/3;Canon IXUS 117 HS
IMG_0501.JPG;jpg;1/320;5000/1000;100;80/10;;5;24;1;2012:07:02 18:18:48;Canon;0/3;Canon IXUS 117 HS
IMG_0504.JPG;jpg;1/800;5000/1000;125;28/10;;5;24;1;2012:07:02 18:30:17;Canon;0/3;Canon IXUS 117 HS
IMG_0507.JPG;jpg;1/800;5000/1000;250;80/10;;5;24;1;2012:07:02 18:57:01;Canon;0/3;Canon IXUS 117 HS
IMG_0510.JPG;jpg;1/1500;5000/1000;500;80/10;;2;73;1;2012:07:02 18:57:56;Canon;1/3;Canon IXUS 117 HS
IMG_0512.JPG;jpg;1/1500;5000/1000;400;80/10;;2;73;1;2012:07:02 19:05:28;Canon;1/3;Canon IXUS 117 HS
IMG_0514.JPG;jpg;1/1000;5000/1000;250;28/10;;2;73;1;2012:07:02 19:09:51;Canon;1/3;Canon IXUS 117 HS
IMG_0515.JPG;jpg;1/1000;5000/1000;160;28/10;;2;73;1;2012:07:02 19:10:03;Canon;1/3;Canon IXUS 117 HS
IMG_0517.JPG;jpg;1/1500;5000/1000;500;80/10;;2;73;1;2012:07:02 19:11:44;Canon;1/3;Canon IXUS 117 HS
IMG_0518.JPG;jpg;1/400;5000/1000;400;80/10;;5;24;1;2012:07:02 19:12:05;Canon;0/3;Canon IXUS 117 HS
IMG_0522.JPG;jpg;1/200;5000/1000;320;28/10;;5;24;1;2012:07:02 19:17:22;Canon;0/3;Canon IXUS 117 HS
